home_team,away_team,week,posteam,defteam,side_of_field,yardline_100,down,play_type,yards_gained,qb_kneel,qb_spike,qb_scramble,field_goal_result,extra_point_result,two_point_conv_result,td_team,epa,third_down_converted,fourth_down_converted,interception,penalty,fumble_lost,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,extra_point_attempt,two_point_attempt,kickoff_attempt,complete_pass,passer_player_name,passing_yards,receiver_player_name,receiving_yards,rusher_player_name,rushing_yards,fumbled_1_player_name,penalty_team,penalty_yards,result
TEN,ARI,1,TEN,ARI,ARI,1.0,3.0,run,1.0,0,0,1,,,,TEN,1.47333929076558,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,R.Tannehill,1.0,,,,-25
TEN,ARI,1,TEN,ARI,ARI,15.0,,extra_point,0.0,0,0,0,,failed,,,-0.932426996892367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,-25
TEN,ARI,1,ARI,TEN,TEN,35.0,,kickoff,0.0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,-25
TEN,ARI,1,ARI,TEN,ARI,75.0,1.0,pass,0.0,0,0,0,,,,,-0.484571045730263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K.Murray,,M.Williams,,,,,,,-25
TEN,ARI,1,ARI,TEN,ARI,75.0,2.0,pass,0.0,0,0,0,,,,,-0.6194323298987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K.Murray,,A.Green,,,,,,,-25
TEN,ARI,1,ARI,TEN,ARI,75.0,3.0,pass,18.0,0,0,0,,,,,2.20347136538476,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,K.Murray,18.0,R.Moore,18.0,,,,,,-25
TEN,ARI,1,ARI,TEN,ARI,57.0,1.0,run,4.0,0,0,0,,,,,-0.180518609238788,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,C.Edmonds,4.0,,,,-25
TEN,ARI,1,ARI,TEN,ARI,53.0,2.0,run,8.0,0,0,1,,,,,0.901703128765803,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,K.Murray,8.0,,,,-25
TEN,ARI,1,ARI,TEN,TEN,45.0,1.0,run,0.0,0,0,0,,,,,-0.706570931652095,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,J.Conner,0.0,,,,-25
TEN,ARI,1,ARI,TEN,TEN,45.0,2.0,pass,4.0,0,0,0,,,,,-0.220213221968152,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,K.Murray,4.0,A.Green,4.0,,,,,,-25
TEN,ARI,1,ARI,TEN,TEN,41.0,3.0,pass,22.0,0,0,0,,,,,2.30532341462094,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,K.Murray,22.0,C.Kirk,22.0,,,,,,-25
TEN,ARI,1,ARI,TEN,TEN,19.0,1.0,run,0.0,0,0,0,,,,,-0.405828316113912,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,J.Conner,0.0,,,,-25
TEN,ARI,1,ARI,TEN,TEN,19.0,2.0,pass,3.0,0,0,0,,,,,1.22538535148487,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,K.Murray,3.0,C.Edmonds,3.0,,,,TEN,8.0,-25
TEN,ARI,1,ARI,TEN,TEN,8.0,1.0,run,6.0,0,0,0,,,,,0.521064858650789,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,J.Conner,6.0,,,,-25
TEN,ARI,1,ARI,TEN,TEN,2.0,2.0,run,2.0,0,0,0,,,,ARI,1.36887358312379,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,K.Murray,2.0,,,,-25
TEN,ARI,1,ARI,TEN,TEN,15.0,,extra_point,0.0,0,0,0,,good,,,0.0675730031076331,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,TEN,5.0,-25
TEN,ARI,1,TEN,ARI,ARI,40.0,,kickoff,0.0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,-25
TEN,ARI,1,TEN,ARI,TEN,75.0,1.0,pass,9.0,0,0,0,,,,,0.122979582985863,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,R.Tannehill,9.0,J.Jones,9.0,,,,,,-25
TEN,ARI,1,TEN,ARI,TEN,66.0,2.0,run,16.0,0,0,1,,,,,0.963349776167888,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,R.Tannehill,16.0,,,,-25
TEN,ARI,1,TEN,ARI,50,50.0,1.0,pass,9.0,0,0,0,,,,,0.376415502047166,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,R.Tannehill,9.0,J.McNichols,9.0,,,,,,-25
TEN,ARI,1,TEN,ARI,ARI,41.0,2.0,pass,4.0,0,0,0,,,,,0.212725479068467,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,R.Tannehill,4.0,A.Firkser,4.0,,,,,,-25
TEN,ARI,1,TEN,ARI,ARI,37.0,1.0,pass,4.0,0,0,0,,,,,0.112360264087329,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,R.Tannehill,4.0,A.Firkser,4.0,,,,,,-25
TEN,ARI,1,,,,,,no_play,0.0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,-25
TEN,ARI,1,TEN,ARI,ARI,33.0,2.0,no_play,0.0,0,0,0,,,,,0.251100003079046,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,ARI,5.0,-25
TEN,ARI,1,TEN,ARI,ARI,28.0,2.0,pass,0.0,0,0,0,,,,,-0.204264051979408,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R.Tannehill,,J.Jones,,,,,,,-25
